,genero,edad,ubicacion,ubicacion_otra,opinion,actividades,actividades_open,circulacion,circulacion_open,id_encuestado,fecha,ubicacion_tot
554,Hombre,Más de 66 años,Provincia de Buenos Aires,Provincia de Buenos Aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",profesional. ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"es necesario y con controles es suficiente, si estamos abultando la epidemia para favorecerse los politicos tras sus juicios , culpar a otros y encarcelarlos y a nosotros recluidos para no hacer banderasos. por le temen y no puedan ejecutar lo programado para salvarse  y llevar al pueblo a la miseria. un 50% de la poblacion tiene que vivir en la pobreza el otro 40 % endeudado para poder dominarlos y un 10 % aprox son los que pueden vivir y gobernar ES LAMENTABLE A LO QUE NOS LLEVAN, no se olviden que ellos quieren ser parte del grupo PUEBLA. ",,"7/1/2020, 12:53:50 PM",Provincia de Buenos Aires
555,Hombre,Más de 66 años,Provincia de Buenos Aires,Chubut,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Todavía no estamos capacitados para circular entre provincia por nuestra idiocincracia,,"7/1/2020, 1:28:08 PM",Provincia de Buenos Aires
556,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",Comerciante,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Con el debido cuidado la circulación tiene que ser libre,,"7/1/2020, 2:06:29 PM",Provincia de Buenos Aires
557,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Comerciante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Sólo para trasporte de mercadería esencial. Nada de turismo.,,"7/1/2020, 2:08:10 PM",Provincia de Buenos Aires
558,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Comercio,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Con los controles de rigor ,,"7/1/2020, 2:29:32 PM",Provincia de Buenos Aires
559,Hombre,Más de 66 años,Otra provincia,Chubut,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Desocupado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 2:33:36 PM",Chubut
560,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Hago changas de chofer de remis,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Este virus nos trajo un cambio de costumbres y cuidados necesarios para circular y mientras los cabeza de termo no sean concientes de que es muy contagioso no se yendrian que habrir la circulacion entre las provincias,,"7/1/2020, 4:02:16 PM",Provincia de Buenos Aires
561,Hombre,Más de 66 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Médico patologo,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Entre provincias q tienen pocos casos de virus, mejor seguir la Constitución Nacional, libre circulación. ",,"7/1/2020, 4:09:31 PM",Córdoba
562,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Cuando pase el pico de la pandemia, se puede pensar sobre la circulación entre provincias",,"7/1/2020, 4:29:39 PM",Provincia de Buenos Aires
563,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Contagia ,,"7/1/2020, 4:35:26 PM",Provincia de Buenos Aires
564,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Soy jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 5:49:36 PM",Provincia de Buenos Aires
565,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:16:18 PM",Provincia de Buenos Aires
566,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:21:50 PM",Provincia de Buenos Aires
567,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 6:30:35 PM",Provincia de Buenos Aires
568,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"Jubilado, ayudando a hijos y nietos del modo posible vía Internet.",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Mientras exista el peligro de contagios ... cero circulación es necesaria.,,"7/1/2020, 6:39:32 PM",Provincia de Buenos Aires
569,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 7:21:53 PM",Provincia de Buenos Aires
570,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,solo entre aquellas donde no hay circulación activa del virus.,,"7/1/2020, 7:36:14 PM",Provincia de Buenos Aires
571,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilada.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 7:45:53 PM",Córdoba
572,Hombre,Entre 56 y 65 años,Otra provincia,Chubut,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 8:20:29 PM",Chubut
573,Hombre,Más de 66 años,Otra provincia,Chaco,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Peligrosa por la circulacion drl virus.,,"7/1/2020, 8:27:22 PM",Chaco
574,Prefiero no contestar,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Si se siguen las normas y cuidados no veo el impedimento,,"7/1/2020, 8:33:18 PM",Provincia de Buenos Aires
575,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 8:48:48 PM",Provincia de Buenos Aires
576,Hombre,Entre 56 y 65 años,Otra provincia,Neuquén,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Es necesaria en algunos casos,,"7/1/2020, 9:00:57 PM",Neuquén
577,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","Vendo Libros de Medicina y Enfermería, en Hospitales y Clínicas Privadas en forma Presencial en zona Sur, La Plata, Berisso, Ensenada, Gonnet. ",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Habría que ir Liberando, pero con protocolos, muy finitos, para preservar las zonas dónde el Virus no tiene demasiado Impacto, es un Virus de rápida propagación. ",,"7/1/2020, 9:01:14 PM",Provincia de Buenos Aires
578,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/1/2020, 10:13:00 PM",Provincia de Buenos Aires
579,Hombre,Más de 66 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",Periodista Agropecuario,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Tiene que ser normal , miren las estadisticas de muertes  de otras enfermedades esto es una mentira aprovechada ",,"7/1/2020, 10:38:25 PM",Santa Fe
580,Hombre,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,JUBILADO,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,SI NO CONTAGIA ME PARECE BIEN,,"7/1/2020, 11:39:51 PM",Ciudad Autónoma de Buenos Aires
581,Hombre,Más de 66 años,Otra provincia,Entre Ríos,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Solamente si es necesario ,,"7/2/2020, 12:59:18 AM",Entre Ríos
582,Hombre,Más de 66 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Es necesario para reactivar las actividades ,,"7/2/2020, 5:20:32 AM",Santa Fe
583,Hombre,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online","Sector turismo!!  Desastre, nada mas q Agegrar",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 7:48:36 AM",Provincia de Buenos Aires
584,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",Comercial,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Muy controlado,,"7/2/2020, 8:21:40 AM",Provincia de Buenos Aires
585,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Quiero ver a mis hijas  y nietos,,"7/2/2020, 8:54:00 AM",Provincia de Buenos Aires
586,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilados,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Traslado de virus,,"7/2/2020, 9:38:47 AM",Provincia de Buenos Aires
587,Hombre,Entre 56 y 65 años,Otra provincia,Chubut,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Docente educación media.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Estoy de acuerdo únicamente si es entre provincias o ciudades que estén ""libres"" del virus, vale decir que no se registraron casos o si se registraron están localizados, controlados, no ha habido aumento de casos en los últimos 14 días.",,"7/2/2020, 9:39:35 AM",Chubut
588,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 10:03:56 AM",Provincia de Buenos Aires
589,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,soy jubilado ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,la circulacion es proovedora de contagios,,"7/2/2020, 11:35:26 AM",Provincia de Buenos Aires
590,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 12:07:23 PM",Provincia de Buenos Aires
591,Hombre,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 1:19:52 PM",Ciudad Autónoma de Buenos Aires
592,Hombre,Más de 66 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"¡¡Bueh!!!!Soy director,docente,actor de teatro,entre otras cosas,Toooodo parado,pero esperemos que pase pronto¿si?",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"es medio como peligroso,si no hay un control estricto¿si?",,"7/2/2020, 2:55:40 PM",Santa Fe
593,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado y cansado del encierro.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Los responsables somos las personas no el virus.,,"7/2/2020, 3:47:44 PM",Provincia de Buenos Aires
594,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,SOY JUBILADO,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"EL TURISMO ESTA DESTRUIDO POR LO MENOS SE TIENE QUE PERMITIR EL TURISMO ENTRE LAS LOCALIDADES DE LA MISMA PROVINCIA, PERO SI SE AUTORIZA ENTRE PROVINCIAS MEJOR TODAVIA ",,"7/2/2020, 4:10:59 PM",Provincia de Buenos Aires
595,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial","Simpatizo con este virus se llevó todas las patologías, nadie muere por cáncer, infartos, dengue etc. etc.",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Con control riguroso, se debe poder, sino la nación sería la provincia donde vives ",,"7/2/2020, 4:53:09 PM",Provincia de Buenos Aires
596,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",administratiiva enn obra social,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 4:58:41 PM",Provincia de Buenos Aires
597,Hombre,Entre 56 y 65 años,Otra provincia,Neuquén,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",SOY ELECTRICISTA,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"NOSOTROS(NEUQUEN)TUVIMOS UN REBROTE(VENIAMOS BIEN)POR LAS MALAS (PESIMAS) DECISIONES POLITICAS EN LA VECINA PROVINCIA DE RIO NEGRO Y ALLI SE VOVIO DE CIRCULACION COMUNITARIA ESE VIRUS,,,INGRESANDO CONSTANTEMENTE CON LAS PERSONAS QUETRABAJN O RECIDEN EN NEUQUEN.",,"7/2/2020, 5:24:51 PM",Neuquén
598,Hombre,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,SOY JUBILADO Y HAGO UNA ESTRICTA CUARENTENA,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,POR AHORA NO,,"7/2/2020, 6:32:55 PM",Ciudad Autónoma de Buenos Aires
599,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,jubilado ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,cumpliendo lo previsto ´por la cuarentena y  el aislamiento ,,"7/2/2020, 7:09:11 PM",Provincia de Buenos Aires
600,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 7:12:10 PM",Provincia de Buenos Aires
601,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Doy clase on line,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Entre provincias sería un problema, dentro de la localidad es necesario",,"7/2/2020, 7:18:42 PM",Provincia de Buenos Aires
602,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado..,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Debería Liberarse, manteniendo los protocolos de seguridad, hasta el fin de la Pandemia..",,"7/2/2020, 7:50:55 PM",Provincia de Buenos Aires
603,Hombre,Más de 66 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 8:25:17 PM",Santa Fe
604,Hombre,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con protocolo,,"7/2/2020, 8:38:17 PM",Mendoza
605,Hombre,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 8:47:08 PM",Ciudad Autónoma de Buenos Aires
606,Hombre,Más de 66 años,Otra provincia,Jujuy,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Hay que. Estudiarlo mucho,,"7/2/2020, 9:28:10 PM",Jujuy
607,Hombre,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Ya es necesaria pero con los protocolos,,"7/2/2020, 9:41:34 PM",Ciudad Autónoma de Buenos Aires
608,Hombre,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Fotografo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Después de mas de 100 días de cuarentena ya es suficiente para tener conciencia de los cuidados a tener.,,"7/2/2020, 10:16:24 PM",Provincia de Buenos Aires
609,Hombre,Entre 56 y 65 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",medico,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Muy riesgozo ,,"7/2/2020, 10:46:12 PM",Mendoza
610,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"Tomando los recaudos necesarios?se podria viajar.A partir de Agosto,que baje la curva de contagio",,"7/2/2020, 11:58:05 PM",Provincia de Buenos Aires
611,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,soy jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias, mientras exista el virus no se puede,,"7/3/2020, 12:00:47 AM",Provincia de Buenos Aires
612,Hombre,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,NO HAY CONTROLES SEVEROS ,,"7/3/2020, 12:06:40 AM",Santa Fe
613,Hombre,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 12:35:06 AM",Provincia de Buenos Aires
614,Hombre,Más de 66 años,Otra provincia,Mendoza,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Agrícola vitivinicola,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No me parece ,,"7/3/2020, 8:27:30 AM",Mendoza
615,Hombre,Más de 66 años,Otra provincia,Santa Fe,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Deben existir controles estrictos,,"7/3/2020, 10:53:05 AM",Santa Fe
616,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 3:23:53 PM",Provincia de Buenos Aires
617,Mujer,Entre 36 y 45 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Trabajo independiente por eso no me cambió la modalidad pero se redujero n los ingresos.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 3:35:10 PM",Ciudad Autónoma de Buenos Aires
618,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Ama de casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Q va a ver muchos contagios,,"6/28/2020, 4:17:06 PM",Provincia de Buenos Aires
619,Mujer,Entre 36 y 45 años,Otra provincia,Misiones,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","Trabajo en Turismo,está parado el sector, igualmente nos capacitamos on line. Yo estoy desde el 16 de marzo en mí domicilio porque soy personal de riesgo, diabética e hipertensa.",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"No estoy de acuerdo, hasta que pase este ""pico"" de la pandemia,porque la gente se toma muchas libertades y no se cuidan.",,"6/28/2020, 5:02:47 PM",Misiones
620,Mujer,Entre 56 y 65 años,Otra provincia,Corrientes,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Cuido gente de la tercera edad,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"En mi caso,Chaco esta muy co.plicado para cruzar a Corrientes o viceversa",,"6/28/2020, 5:30:55 PM",Corrientes
621,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa ayudo a hacer la actividad del colegio a mis hijos,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Si siguen circulando abra más contagio,,"6/28/2020, 6:22:20 PM",Provincia de Buenos Aires
622,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 6:23:07 PM",Provincia de Buenos Aires
623,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 6:24:58 PM",Provincia de Buenos Aires
624,Mujer,Entre 26 y 35 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Que hay que estar muy atentos y seguir cuidandonos ,,"6/28/2020, 6:44:13 PM",Santa Fe
625,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 6:49:37 PM",Provincia de Buenos Aires
626,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 7:26:57 PM",Provincia de Buenos Aires
627,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,deberia de haber quience dias de aislamente para quien llegue a un lugar ,,"6/28/2020, 7:51:09 PM",Provincia de Buenos Aires
628,Mujer,Entre 36 y 45 años,Otra provincia,Corrientes,,,Ninguna ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Ni idea ,,"6/28/2020, 8:07:48 PM",Corrientes
629,Mujer,Entre 56 y 65 años,Otra provincia,Tucumán,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 8:09:44 PM",Tucumán
630,Mujer,Entre 36 y 45 años,Otra provincia,Corrientes,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Se puede expandir aún más el virus ,,"6/28/2020, 9:29:33 PM",Corrientes
631,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 10:14:01 PM",Provincia de Buenos Aires
632,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Estoy estudiando online pero aun no retomé normalmente el trabajo.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Es muy riesgosa,,"6/28/2020, 11:05:21 PM",Provincia de Buenos Aires
633,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 11:25:31 PM",Provincia de Buenos Aires
634,Mujer,Entre 36 y 45 años,Otra provincia,Córdoba,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",Artículo para fiestas ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Necesaria,,"6/28/2020, 11:40:22 PM",Córdoba
635,Mujer,Entre 36 y 45 años,Otra provincia,Chaco,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 11:43:32 PM",Chaco
636,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Hago francos en un kiosco ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"No estaría bueno , porque se puede llevar el virus a lugares donde no hay ...Es pigroso , y más buenos aires , el más contaminado ...",,"6/29/2020, 12:17:20 AM",Provincia de Buenos Aires
637,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Ayudante de cosina en bufete escolar ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,I,,"6/29/2020, 1:00:00 AM",Provincia de Buenos Aires
638,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Docente ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Perfecto,,"6/29/2020, 1:05:56 AM",Provincia de Buenos Aires
639,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 1:28:43 AM",Provincia de Buenos Aires
640,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 1:48:14 AM",Provincia de Buenos Aires
641,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 3:40:26 AM",Provincia de Buenos Aires
642,Mujer,Entre 36 y 45 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Pienso que esta bien! El virus va a convivir con nosotros toda la vida! Que hacemos? Nos matamos? ,,"6/29/2020, 3:42:59 AM",Provincia de Buenos Aires
643,Mujer,Entre 36 y 45 años,Otra provincia,Entre Ríos,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy ama de casa y mamá ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Pieso q cada persona se debe quedar donde vive porque tenenemos q pensar en que si vamos de aquí para aya  esto no va á para mas,,"6/29/2020, 5:36:28 AM",Entre Ríos
