¿Cuál es tu género?,¿Cuál es tu edad?,¿Dónde vivís?,Si seleccionaste 'Otra provincia' ¿Podrías contarnos cuál?,¿Cuál es tu opinión sobre la cuarentena?,Si trabajás o estudiás ¿Pudiste hacerlo desde tu casa? ,Te dejamos este espacio para que nos cuentes más sobre tu actividad,¿Qué pensas de que se pueda volver a circular entre provincias?,Te dejamos este espacio para que nos cuentes qué pensas sobre la circulación entre provincias,Submitter,Submission Date
Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 7:43:37 PM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"Soy jubilada y muy activa,pero me cuido y cuido a mi  familia",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Por el momento es riesgozo!!!Mejor que no circule el virus!,,"7/2/2020, 7:50:19 PM"
Mujer,Entre 56 y 65 años,Otra provincia,TIERRA  DEL FUEGO,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",tengo un salon de eventos y no sabemos cuando lo habilitaran ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,estoy mas de 100 dias encerrada y no me gustaria que vengan gente de provincias con muchos caso y encima muchos irresponsables que no cumplen el aislamiento cuando regresan,,"7/2/2020, 8:40:33 PM"
Mujer,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:53:04 PM"
Mujer,Más de 66 años,Otra provincia,San Miguel de Tucuman-capital,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"soy jubilada, pero me entretengo con la computadora, donde veo encuestas (como en este caso) que me interesan, aunque no las conteste de acuerdo a vuestro criterio, pero es lo que pienso.  gracias. Ademas hago otras tareas, ej.: compras en super, medicos, estudios, etc.",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"no es conveniente, dado que siempre  ""entra"" alguien escondido ya sea en auto, camion, omnibus y eso sirve para expandir el virus si es que lo trae, ahora lei que quieren cerrar la frontera de Tucuman, me parece muy bien. espero que la gente se concientice del peligro que corre, no es una simple gripe, es mas letal.gracias.",,"7/2/2020, 10:07:08 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe ,La cuarentena ya no es nada necesaria,,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 10:53:49 PM"
Mujer,Más de 66 años,Otra provincia,Santa fe,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Soy jubilada pero salgo con cuidado a hacer trámites y compras esenciales,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Es problemático con BS.As. y conurbano, n/infectados provienen actual/ de allí",,"7/2/2020, 10:57:08 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Docente de nivel secundario y universitario,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Entre provincias libre del virus,,"7/2/2020, 11:23:01 PM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Que todos los habitantes del AMBA no puedan trasladarse a ningún lado, ni siquiera al interior de la provincia de Buenos Aires. Hay que aislar las zonas de contagio y no permitir la movilidad. Quiero mucho control en las rutas",,"7/2/2020, 11:57:14 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 12:14:11 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Chubut,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con responsabilidad,,"7/3/2020, 12:17:00 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Debe ser muy controlada ,,"7/3/2020, 1:04:48 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 1:15:33 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,"Soy jubilada y siempre hice vida normal,vivo en una zona donde hay temperatura a bajo cero todos los días,me levanto a las8hs. y me acuesto tipo 00hs. No me he resfriado..ah  no uso barbijo.",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Lo normal es la libre circulación, cads uno sabe si quiere  o tiene que ingresar a  una zona mas complicada... de cualquier forma el porcentaje de enfermos en relación a la población es bajo. Se miente mucho ,se mete miedo,y hay un gran negocio en el medio. A nadie se le ocurre aconsejar el uso de vitaminas ,minerales ,comidas sanas y naturales para reforzar las defensas... te prohíben lo que hace bien,(yo nunca obedeci)... sol, aire libre ,ejercicio...amontonar gente en la casa y ponerle un trapo en la boca,es quita de libertad, no cuidado...aca de esconden otros mezquinos intereses...",,"7/3/2020, 9:56:03 AM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 10:24:00 AM"
Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Desarrollo proyecto alimentos con empresa del exterior pais.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,No tengo opinion precisa.,,"7/3/2020, 10:38:04 AM"
