¿Cuál es tu género?,¿Cuál es tu edad?,¿Dónde vivís?,Si seleccionaste 'Otra provincia' ¿Podrías contarnos cuál?,¿Cuál es tu opinión sobre la cuarentena?,Si trabajás o estudiás ¿Pudiste hacerlo desde tu casa? ,Te dejamos este espacio para que nos cuentes más sobre tu actividad,¿Qué pensas de que se pueda volver a circular entre provincias?,Te dejamos este espacio para que nos cuentes qué pensas sobre la circulación entre provincias,Submitter,Submission Date
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Trabajo por hora desde q empezo la  cuarentena no puedo trabajar soy pensionada no contributiva con lo q cobro de la pension pago mi alquiler de 13.000 pesos mis hijos me ayudan con lo q pueden con la luz y el gas ya q cada uno tienen sus hogares gracias a Dios no me falta el alimento estoy en mi casa con mis 3 hijos adolecentes estamos en casa todo el tiemo y salimos si es necesario nis cudamos mucho,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Es muy arriesgado para los provincianos y son de bajos recursos algunos ,,"7/1/2020, 11:51:06 PM"
Mujer,Entre 46 y 55 años,Otra provincia,CHACO,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","SOY ESTUDIANTE Y AMA DE CASA, PERO NO PUDE SEGUIR POR FALTA DE INTERNET EN MI CASA",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"No me parece seguro circulación entre provincias , ya que hay provincias que se encuentran libres de infectados, y provincias que no, estarían esparciendo el virus. Y está seri muy peligroso",,"7/2/2020, 1:06:24 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 1:12:40 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 8:36:16 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 10:53:39 AM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online","Yo pude hacerlo (ventas on line) pero la mayoría de la gente No tiene esa facilidad, igual yo lo hacía antes de la pandemia ",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,La actividad debe comenzar a normalizarse con los debidos cuidados y siguiendo las recomendaciones sanitarias,,"7/2/2020, 11:05:45 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,"Vivo a costilla de mi hijo,el cual es repositor de un supermercado,tiene cuatro hijos,le sacaron horas de trabajo.Y encima yo!x que a mí ni me dejan Trabajar el gobierno este de mierda. Vergüenza ‼️ me da que mi hijo me tenga que mantener a mi,pudiendo yo trabajar. ",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 11:33:55 AM"
Mujer,Entre 56 y 65 años,Otra provincia,Misiones,,,Amase casa y pensión por discapacidad   ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,El virus está en la calle.. y lo único que nos salva del contagio es el aislamiento,,"7/2/2020, 11:49:54 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 11:51:20 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Soy contadora pública. Nos organizamos para recibir y retirar documentación ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Se puede evitar, sino se debe extremar el control",,"7/2/2020, 12:40:52 PM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 1:20:20 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Soy concejal,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Siempre que no sea el Chaco y el ambas ,está todo bien",,"7/2/2020, 2:03:53 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 2:07:28 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Soy jubilada docente,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Hasta que no pase el invierno no debería haber libre circulación,,"7/2/2020, 2:38:08 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Chubut,,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 3:07:12 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Institución social y deportiva ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Esta bien siempre que se cumpla con los protocolos,,"7/2/2020, 3:29:33 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,Buenos Aires ,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Trabajo en.un hpi,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Solo debe ser para esenciales,,"7/2/2020, 3:58:32 PM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",Médico,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Debe mantenerse control de la gente que va a provincia sin o con poco covid,,"7/2/2020, 4:31:20 PM"
Mujer,Entre 46 y 55 años,Otra provincia,La pampa,La cuarentena ya no es tan necesaria,No trabajo ni estudio,Sin trabajo ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Si una persona que este en Córdoba que hay casos alla ejemplo quiere viajar a la pampa tendría que hacer la cuarentena allá y dejarla entrar a la pampa no cortar que no pase nadie ,,"7/2/2020, 4:43:22 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",empleada domestica,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,que esta bien si hay control,,"7/2/2020, 5:16:24 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Neuquén,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","Soy jubilada pero trabajo en una empresa como vendedora de productos para el bienestar físico, emocional.",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Creo que en estos momentos no se puede circular entre todas las provincias, solo entre las que no tienen casos de coronavirus.",,"7/2/2020, 5:41:17 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 6:59:33 PM"
Mujer,Entre 46 y 55 años,Otra provincia,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial","TENGO MUCHO MIEDO....SE DE MICROBIOLOGIA...Y ESTO ME TRASTORNA, AUN TENIENDO TODOS LOS CUIDADOS.....AQUÍ, EN MENDOZA, EL VIRUS CIRCULA, PORQUE SE PERDIÓ EL NEXO...DIOS NOS AMPARE!!!!AMEN!!!!!!!",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"NOS HEMOS QUEDADO SIN NEXOS..... CERRAR TODAS LAS FRONTERAS,  SERIA UN PALIATIVO, ANTE UN SER TAN MORTAL!!!!!!!!!!!!!",,"7/2/2020, 7:33:56 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Docente jubilada ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"La Capital Federal manejó y maneja muy mal la cuarentena, sin controles en geriátricos y sin insumos al personal de salud, eso explica la escalada de casos y muertes....además FLEXIBILIZÓ demasiado las actividades, a pesar de lo visto en otros países, en este marco me parece IMPORTANTE restringir al MAXIMO POSIBLE la circulación interprovincial.",,"7/2/2020, 7:57:39 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Entre Ríos,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:06:34 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","Hice cursos online , zoom y video conferencia por mi trabajo",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Me parece que todavía es muy pronto y volveríamos a desparramar el virud,,"7/2/2020, 9:10:25 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Tucuman,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,estoy jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"la circulacion esta bien, pero entre jurisdicciones que tengan pocos a nada de casos",,"7/2/2020, 9:33:13 PM"
Mujer,Entre 56 y 65 años,Otra provincia,"Rosario , Santa fe",La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Noo,,"7/2/2020, 9:43:30 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:44:46 PM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy paciente d riesgo trabaje hasta el 8-6 el.neumonologo no m dejo seguir trabajando soy enfermera,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:48:39 PM"
Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,"Me quedé sin clientes, realizaba viandas y como la mayoría de los restaurantes comenzaron a vender almuerzos yo ya no pude competir con los precios.me quedé sin clientes y sin trabajo",Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Solo entre provincias declaradas zonas blancas,,"7/2/2020, 10:16:45 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",salud ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,EVITAR QUEDAR EN MANOS DE MAFIOSOS No caer en falsas dicotomías,,"7/2/2020, 10:28:15 PM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Empleada administrativa ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Con cuarentena al ingresar,,"7/2/2020, 10:40:37 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 10:46:08 PM"
Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",Tengo vivero echo x mi,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Porque tomando recaudos se puede ,,"7/2/2020, 11:42:39 PM"
Mujer,Entre 46 y 55 años,Otra provincia,RIO NEGRO,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",REALIZO CURSOS PRESENCIALES DE FORMACION PROFESIONAL,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,TODOS LOS CIUDADANOS TENEMOS EL DERECHO CONSTITUCIONALMENTE CONSAGRADO DE CIRCULAR EN LIBERTAD,,"7/2/2020, 11:51:44 PM"
Mujer,Entre 46 y 55 años,Otra provincia,Jujuy,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Autónomo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con recaudos ,,"7/3/2020, 12:14:16 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Soy una persona con muchas enfermedades así que trabajo como doméstica siempre que la salud me lo permite ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Es correr el riesgo de contagio o de contagiar.. Creo que debemos hacer una ectricta cuarentena para que esta pandemia termine, las cosas a medias no sirven",,"7/3/2020, 12:23:03 AM"
Mujer,Entre 46 y 55 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Administrativa,,Basta de encierro basta de atropellos ¡,,"7/3/2020, 1:00:32 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",Soy docente.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Que es parte de poder movernos libremente. ,,"7/3/2020, 1:07:09 AM"
Mujer,Entre 46 y 55 años,Otra provincia,Entre Ríos ,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",Dependo del Ministerio de Infraestructura ,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Hacemos circular el virus,,"7/3/2020, 8:41:43 AM"
Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,Necesito mudar cosas desde otra provincia,,"7/3/2020, 11:22:18 PM"
